T1,T1_date,T2,T2_date,frequency,frequency_date,readout_error,readout_error_date,prob_meas0_prep1,prob_meas0_prep1_date,prob_meas1_prep0,prob_meas1_prep0_date,readout_length,readout_length_date
50255.03924,2023-12-15T15:10+08:00,971.7346196,2023-12-15T15:10+08:00,1.004195541,2023-12-15T15:10+08:00,0.000375414,2023-12-15T15:10+08:00,1.02E-05,2023-12-15T15:10+08:00,5.31E-05,2023-12-15T15:10+08:00,0.097540118,2023-12-15T15:10+08:00
49119.40484,2023-12-15T15:10+08:00,1052.109822,2023-12-15T15:10+08:00,1.062364208,2023-12-15T15:10+08:00,0.000391556,2023-12-15T15:10+08:00,0.000135258,2023-12-15T15:10+08:00,1.87E-06,2023-12-15T15:10+08:00,0.107685479,2023-12-15T15:10+08:00
49911.47218,2023-12-15T15:10+08:00,1001.271717,2023-12-15T15:10+08:00,0.986173247,2023-12-15T15:10+08:00,7.44E-05,2023-12-15T15:10+08:00,0.00013065,2023-12-15T15:10+08:00,0.000255414,2023-12-15T15:10+08:00,0.087386942,2023-12-15T15:10+08:00
49496.04056,2023-12-15T15:10+08:00,981.1233714,2023-12-15T15:10+08:00,0.926496694,2023-12-15T15:10+08:00,0.000243181,2023-12-15T15:10+08:00,0.000161538,2023-12-15T15:10+08:00,1.61E-05,2023-12-15T15:10+08:00,0.094676991,2023-12-15T15:10+08:00
49070.45127,2023-12-15T15:10+08:00,1038.107473,2023-12-15T15:10+08:00,1.04643179,2023-12-15T15:10+08:00,0.000466806,2023-12-15T15:10+08:00,5.90E-04,2023-12-15T15:10+08:00,9.29E-05,2023-12-15T15:10+08:00,0.117736585,2023-12-15T15:10+08:00
51148.04424,2023-12-15T15:10+08:00,1057.820381,2023-12-15T15:10+08:00,1.072490763,2023-12-15T15:10+08:00,0.000725293,2023-12-15T15:10+08:00,7.02E-04,2023-12-15T15:10+08:00,3.06E-05,2023-12-15T15:10+08:00,0.08420502,2023-12-15T15:10+08:00
50239.28826,2023-12-15T15:10+08:00,912.3117867,2023-12-15T15:10+08:00,0.947832338,2023-12-15T15:10+08:00,5.13E-05,2023-12-15T15:10+08:00,5.56E-05,2023-12-15T15:10+08:00,5.70E-05,2023-12-15T15:10+08:00,0.097710223,2023-12-15T15:10+08:00
49984.79376,2023-12-15T15:10+08:00,930.8009266,2023-12-15T15:10+08:00,0.911696332,2023-12-15T15:10+08:00,0.000568696,2023-12-15T15:10+08:00,3.78E-05,2023-12-15T15:10+08:00,1.05E-04,2023-12-15T15:10+08:00,0.102186351,2023-12-15T15:10+08:00
50938.65515,2023-12-15T15:10+08:00,1055.512356,2023-12-15T15:10+08:00,1.008087092,2023-12-15T15:10+08:00,0.000428745,2023-12-15T15:10+08:00,1.30E-05,2023-12-15T15:10+08:00,0.0003006,2023-12-15T15:10+08:00,0.105276786,2023-12-15T15:10+08:00
50314.54831,2023-12-15T15:10+08:00,1020.619282,2023-12-15T15:10+08:00,0.950892871,2023-12-15T15:10+08:00,0.000575199,2023-12-15T15:10+08:00,0.00042521,2023-12-15T15:10+08:00,0.000548251,2023-12-15T15:10+08:00,0.110260107,2023-12-15T15:10+08:00
