T1,T1_date,T2,T2_date,frequency,frequency_date,readout_error,readout_error_date,prob_meas0_prep1,prob_meas0_prep1_date,prob_meas1_prep0,prob_meas1_prep0_date,readout_length,readout_length_date
50102.5435428134,2023-12-25T12:12+08:00,967.7012111950406,2023-12-25T12:12+08:00,0.9141199096415416,2023-12-25T12:12+08:00,0.00042203561848181873,2023-12-25T12:12+08:00,0.0003884900052932935,2023-12-25T12:12+08:00,0.0005306983734240832,2023-12-25T12:12+08:00,0.09555794282296913,2023-12-25T12:12+08:00
48422.69907332608,2023-12-25T12:12+08:00,963.4612957225529,2023-12-25T12:12+08:00,0.9907922371623573,2023-12-25T12:12+08:00,0.00048515789127930064,2023-12-25T12:12+08:00,0.00041365953715581747,2023-12-25T12:12+08:00,0.0006333162835268448,2023-12-25T12:12+08:00,0.09805091487152047,2023-12-25T12:12+08:00
51102.47591903715,2023-12-25T12:12+08:00,1009.205632931196,2023-12-25T12:12+08:00,0.9192009344946643,2023-12-25T12:12+08:00,0.00028887082065492996,2023-12-25T12:12+08:00,0.000372238394870925,2023-12-25T12:12+08:00,0.0004738946202769414,2023-12-25T12:12+08:00,0.10009720875415902,2023-12-25T12:12+08:00
49203.732690934376,2023-12-25T12:12+08:00,965.9901732267988,2023-12-25T12:12+08:00,1.0141965448067778,2023-12-25T12:12+08:00,0.0005586854397489629,2023-12-25T12:12+08:00,0.0005337300195131175,2023-12-25T12:12+08:00,0.0004615376478971181,2023-12-25T12:12+08:00,0.07698494326587846,2023-12-25T12:12+08:00
51493.003882204015,2023-12-25T12:12+08:00,960.0237209064562,2023-12-25T12:12+08:00,0.9875063121283452,2023-12-25T12:12+08:00,0.00045207026611796973,2023-12-25T12:12+08:00,0.00047581163770662094,2023-12-25T12:12+08:00,0.0004506527065242685,2023-12-25T12:12+08:00,0.09501000843453719,2023-12-25T12:12+08:00
51170.30170207663,2023-12-25T12:12+08:00,1016.4915379769992,2023-12-25T12:12+08:00,1.0121004047684081,2023-12-25T12:12+08:00,0.0006132402294745644,2023-12-25T12:12+08:00,0.0004819595344871932,2023-12-25T12:12+08:00,0.0005012056301880617,2023-12-25T12:12+08:00,0.09647189231082638,2023-12-25T12:12+08:00
48973.31921351358,2023-12-25T12:12+08:00,1028.1622452150457,2023-12-25T12:12+08:00,1.0595780290841788,2023-12-25T12:12+08:00,0.000449047715081714,2023-12-25T12:12+08:00,0.0002880634852192841,2023-12-25T12:12+08:00,0.0004907604890390243,2023-12-25T12:12+08:00,0.10148550583331721,2023-12-25T12:12+08:00
49401.697343981046,2023-12-25T12:12+08:00,877.231970186166,2023-12-25T12:12+08:00,0.9765111911083827,2023-12-25T12:12+08:00,0.00036941974716764325,2023-12-25T12:12+08:00,0.0005940709336197132,2023-12-25T12:12+08:00,0.000644532780795517,2023-12-25T12:12+08:00,0.10159267478649199,2023-12-25T12:12+08:00
52069.9004371999,2023-12-25T12:12+08:00,937.3963402117673,2023-12-25T12:12+08:00,0.9582426707567367,2023-12-25T12:12+08:00,0.00047235578054809706,2023-12-25T12:12+08:00,0.0003601522505647401,2023-12-25T12:12+08:00,0.0002940760053855349,2023-12-25T12:12+08:00,0.1012419679674659,2023-12-25T12:12+08:00
51307.73571286567,2023-12-25T12:12+08:00,1023.8706253883164,2023-12-25T12:12+08:00,0.9805428062776131,2023-12-25T12:12+08:00,0.000583366482743978,2023-12-25T12:12+08:00,0.0004643608579881027,2023-12-25T12:12+08:00,0.0006708253016143505,2023-12-25T12:12+08:00,0.09243060885320287,2023-12-25T12:12+08:00
49601.12208584542,2023-12-25T12:12+08:00,919.3690175341669,2023-12-25T12:12+08:00,0.9283265592261036,2023-12-25T12:12+08:00,0.0004232562953315642,2023-12-25T12:12+08:00,0.0004562405178456792,2023-12-25T12:12+08:00,0.0004908317915847382,2023-12-25T12:12+08:00,0.10726000140984882,2023-12-25T12:12+08:00
49998.06119863555,2023-12-25T12:12+08:00,965.5257222747455,2023-12-25T12:12+08:00,1.085504128938062,2023-12-25T12:12+08:00,0.0006806290059510806,2023-12-25T12:12+08:00,0.0005239985245072474,2023-12-25T12:12+08:00,0.0005130435904329807,2023-12-25T12:12+08:00,0.09726672209200538,2023-12-25T12:12+08:00
50143.215569048916,2023-12-25T12:12+08:00,1046.7644980003893,2023-12-25T12:12+08:00,0.9380931716485618,2023-12-25T12:12+08:00,0.00035858469386357554,2023-12-25T12:12+08:00,0.0005270046486122907,2023-12-25T12:12+08:00,0.0005065905039736254,2023-12-25T12:12+08:00,0.10095991347553679,2023-12-25T12:12+08:00
51193.66672672491,2023-12-25T12:12+08:00,1049.7762823620315,2023-12-25T12:12+08:00,1.0238669942054546,2023-12-25T12:12+08:00,0.00027482830680868346,2023-12-25T12:12+08:00,0.0003505172501537337,2023-12-25T12:12+08:00,0.0004772164003230121,2023-12-25T12:12+08:00,0.10869664223943258,2023-12-25T12:12+08:00
50232.665840840775,2023-12-25T12:12+08:00,1016.1402000235582,2023-12-25T12:12+08:00,1.033775156920969,2023-12-25T12:12+08:00,0.000517269679366464,2023-12-25T12:12+08:00,0.00041019117759343455,2023-12-25T12:12+08:00,0.0004590007482185755,2023-12-25T12:12+08:00,0.08669854429633245,2023-12-25T12:12+08:00
51492.22290239323,2023-12-25T12:12+08:00,954.1580333901353,2023-12-25T12:12+08:00,1.0935226489880279,2023-12-25T12:12+08:00,0.00035474795735989176,2023-12-25T12:12+08:00,0.0005404999762666648,2023-12-25T12:12+08:00,0.0006224469466032352,2023-12-25T12:12+08:00,0.09641577228392854,2023-12-25T12:12+08:00
51473.86321338159,2023-12-25T12:12+08:00,1000.6975059820006,2023-12-25T12:12+08:00,0.987497573793046,2023-12-25T12:12+08:00,0.0005941554457342789,2023-12-25T12:12+08:00,0.0005505802421986216,2023-12-25T12:12+08:00,0.0003760654881639969,2023-12-25T12:12+08:00,0.10607268732528989,2023-12-25T12:12+08:00
48790.40657275943,2023-12-25T12:12+08:00,943.6388436730953,2023-12-25T12:12+08:00,1.0296316504468752,2023-12-25T12:12+08:00,0.0005301572617826878,2023-12-25T12:12+08:00,0.0006181757039235326,2023-12-25T12:12+08:00,0.0004325530493233014,2023-12-25T12:12+08:00,0.09572257637328517,2023-12-25T12:12+08:00
