qubits,gate,gate_error,error_date,gate_length,length_date,name
[0],id,9.948610234126603e-05,2023-12-21T10:54+08:00,162.7896193772097,2023-12-21T10:54+08:00,id0
[1],id,0.000453005550543612,2023-12-21T10:54+08:00,142.01822386093147,2023-12-21T10:54+08:00,id1
[2],id,0.0002888416769585035,2023-12-21T10:54+08:00,129.6639646504227,2023-12-21T10:54+08:00,id2
[3],id,0.000284531998199247,2023-12-21T10:54+08:00,148.3814157996248,2023-12-21T10:54+08:00,id3
[4],id,7.773324502730561e-05,2023-12-21T10:54+08:00,169.62526917659554,2023-12-21T10:54+08:00,id4
[5],id,0.001225900340764205,2023-12-21T10:54+08:00,134.3037563058007,2023-12-21T10:54+08:00,id5
[6],id,0.0002859528399127557,2023-12-21T10:54+08:00,162.8888501559855,2023-12-21T10:54+08:00,id6
[7],id,0.00019726405322086036,2023-12-21T10:54+08:00,149.90391678428549,2023-12-21T10:54+08:00,id7
[0],rx,0.00020699281916827523,2023-12-21T10:54+08:00,144.75748113238706,2023-12-21T10:54+08:00,rx0
[1],rx,0.0005226038650383689,2023-12-21T10:54+08:00,139.3198605312361,2023-12-21T10:54+08:00,rx1
[2],rx,0.0004420448847280268,2023-12-21T10:54+08:00,139.71438882808053,2023-12-21T10:54+08:00,rx2
[3],rx,6.994612562339764e-06,2023-12-21T10:54+08:00,141.5005160524208,2023-12-21T10:54+08:00,rx3
[4],rx,0.000311926483781077,2023-12-21T10:54+08:00,149.96681649860744,2023-12-21T10:54+08:00,rx4
[5],rx,0.0010466727573712842,2023-12-21T10:54+08:00,158.59500416029908,2023-12-21T10:54+08:00,rx5
[6],rx,0.0003961446672416542,2023-12-21T10:54+08:00,164.7005951528006,2023-12-21T10:54+08:00,rx6
[7],rx,0.0002735086273448238,2023-12-21T10:54+08:00,153.9601550665137,2023-12-21T10:54+08:00,rx7
[0],ry,8.01002504568318e-05,2023-12-21T10:54+08:00,162.18676782687285,2023-12-21T10:54+08:00,ry0
[1],ry,0.00031002220772095916,2023-12-21T10:54+08:00,138.22604443026253,2023-12-21T10:54+08:00,ry1
[2],ry,0.00027466515581672546,2023-12-21T10:54+08:00,162.23689140930028,2023-12-21T10:54+08:00,ry2
[3],ry,0.0004870499343147392,2023-12-21T10:54+08:00,165.41597433340323,2023-12-21T10:54+08:00,ry3
[4],ry,8.936396986408695e-05,2023-12-21T10:54+08:00,154.77007911056594,2023-12-21T10:54+08:00,ry4
[5],ry,0.0007859733155222515,2023-12-21T10:54+08:00,139.34711294254163,2023-12-21T10:54+08:00,ry5
[6],ry,0.0005968488375409932,2023-12-21T10:54+08:00,141.63869366842096,2023-12-21T10:54+08:00,ry6
[7],ry,0.0003536743482263407,2023-12-21T10:54+08:00,147.72363639082843,2023-12-21T10:54+08:00,ry7
"[0,1]",cz,1.3026470922859448e-05,2023-12-21T10:54+08:00,141.00749736184858,2023-12-21T10:54+08:00,cz0_1
"[0,2]",cz,0.007184791200767611,2023-12-21T10:54+08:00,150.3637165138319,2023-12-21T10:54+08:00,cz0_2
"[0,3]",cz,0.025324868794940985,2023-12-21T10:54+08:00,164.11272656529945,2023-12-21T10:54+08:00,cz0_3
