qubits,gate,gate_error,error_date,gate_length,length_date,name
[0],id,0.0013950016271820885,2023-12-25T12:12+08:00,158.4443542934972,2023-12-25T12:12+08:00,id0
[1],id,0.0014297570139832582,2023-12-25T12:12+08:00,148.40566411353467,2023-12-25T12:12+08:00,id1
[2],id,0.0018555067273286858,2023-12-25T12:12+08:00,145.79790717425183,2023-12-25T12:12+08:00,id2
[3],id,0.0014873098429556376,2023-12-25T12:12+08:00,163.13753077347664,2023-12-25T12:12+08:00,id3
[4],id,0.0014165611247221536,2023-12-25T12:12+08:00,141.18867288396447,2023-12-25T12:12+08:00,id4
[5],id,0.0017811394428023882,2023-12-25T12:12+08:00,151.47249824190712,2023-12-25T12:12+08:00,id5
[6],id,0.0016462115760569988,2023-12-25T12:12+08:00,146.70545052707885,2023-12-25T12:12+08:00,id6
[7],id,0.0011733831224006478,2023-12-25T12:12+08:00,143.0695165939645,2023-12-25T12:12+08:00,id7
[8],id,0.0014228718224285372,2023-12-25T12:12+08:00,154.48668635034525,2023-12-25T12:12+08:00,id8
[9],id,0.0014091172969645574,2023-12-25T12:12+08:00,155.33972229615165,2023-12-25T12:12+08:00,id9
[10],id,0.001223502314556332,2023-12-25T12:12+08:00,172.57703312197845,2023-12-25T12:12+08:00,id10
[11],id,0.0013632916359292047,2023-12-25T12:12+08:00,133.73308018499702,2023-12-25T12:12+08:00,id11
[12],id,0.001564830361170146,2023-12-25T12:12+08:00,158.94333664379295,2023-12-25T12:12+08:00,id12
[13],id,0.0015078823333170485,2023-12-25T12:12+08:00,153.88473405253353,2023-12-25T12:12+08:00,id13
[14],id,0.0015361904786018255,2023-12-25T12:12+08:00,137.31413428437116,2023-12-25T12:12+08:00,id14
[15],id,0.0017215808394501898,2023-12-25T12:12+08:00,145.3336226788909,2023-12-25T12:12+08:00,id15
[16],id,0.0014141447757763173,2023-12-25T12:12+08:00,154.5646399999322,2023-12-25T12:12+08:00,id16
[17],id,0.0014222438571673355,2023-12-25T12:12+08:00,134.94552549661063,2023-12-25T12:12+08:00,id17
[18],id,0.0015974706260751617,2023-12-25T12:12+08:00,147.0920169742804,2023-12-25T12:12+08:00,id18
[19],id,0.0014334118848220573,2023-12-25T12:12+08:00,128.25164269711652,2023-12-25T12:12+08:00,id19
[20],id,0.0015375191720027096,2023-12-25T12:12+08:00,174.65160319260934,2023-12-25T12:12+08:00,id20
[21],id,0.0014977447858249802,2023-12-25T12:12+08:00,153.73660898973498,2023-12-25T12:12+08:00,id21
[22],id,0.0011118627977298253,2023-12-25T12:12+08:00,149.9921224425353,2023-12-25T12:12+08:00,id22
[23],id,0.001603462048955073,2023-12-25T12:12+08:00,159.73277850220103,2023-12-25T12:12+08:00,id23
[24],id,0.0014493045734864578,2023-12-25T12:12+08:00,139.75830374444357,2023-12-25T12:12+08:00,id24
[25],id,0.0019490223983048669,2023-12-25T12:12+08:00,149.87877709877776,2023-12-25T12:12+08:00,id25
[26],id,0.0016758087052499507,2023-12-25T12:12+08:00,156.16909011438116,2023-12-25T12:12+08:00,id26
[27],id,0.0011898598977495305,2023-12-25T12:12+08:00,139.4177456881123,2023-12-25T12:12+08:00,id27
[28],id,0.0015163958393659767,2023-12-25T12:12+08:00,150.12800191935168,2023-12-25T12:12+08:00,id28
[29],id,0.0012298565499586013,2023-12-25T12:12+08:00,163.5914205524873,2023-12-25T12:12+08:00,id29
[30],id,0.0015580772415098726,2023-12-25T12:12+08:00,161.9423922866615,2023-12-25T12:12+08:00,id30
[31],id,0.0014247334683403618,2023-12-25T12:12+08:00,150.41152681022785,2023-12-25T12:12+08:00,id31
[0],rx,0.0012590017827293616,2023-12-25T12:12+08:00,142.52663890318453,2023-12-25T12:12+08:00,rx0
[1],rx,0.0013640898489484712,2023-12-25T12:12+08:00,161.2873940678844,2023-12-25T12:12+08:00,rx1
[2],rx,0.0015048287944657006,2023-12-25T12:12+08:00,163.82559014758112,2023-12-25T12:12+08:00,rx2
[3],rx,0.0011401123654579542,2023-12-25T12:12+08:00,140.92946517794692,2023-12-25T12:12+08:00,rx3
[4],rx,0.0015665741010174581,2023-12-25T12:12+08:00,153.33531526312436,2023-12-25T12:12+08:00,rx4
[5],rx,0.0017399130188945277,2023-12-25T12:12+08:00,137.52919069578394,2023-12-25T12:12+08:00,rx5
[6],rx,0.0014311823128822637,2023-12-25T12:12+08:00,141.31128520962807,2023-12-25T12:12+08:00,rx6
[7],rx,0.0015298842515301296,2023-12-25T12:12+08:00,144.64340802696563,2023-12-25T12:12+08:00,rx7
[8],rx,0.001495023914579583,2023-12-25T12:12+08:00,152.5535183656632,2023-12-25T12:12+08:00,rx8
[9],rx,0.0017484882742117482,2023-12-25T12:12+08:00,153.8587991255618,2023-12-25T12:12+08:00,rx9
[10],rx,0.0012832853372590656,2023-12-25T12:12+08:00,156.20299296954974,2023-12-25T12:12+08:00,rx10
[11],rx,0.0014218011207391605,2023-12-25T12:12+08:00,140.62986379864407,2023-12-25T12:12+08:00,rx11
[12],rx,0.0014850855253146567,2023-12-25T12:12+08:00,158.6963544254425,2023-12-25T12:12+08:00,rx12
[13],rx,0.0013501990144072094,2023-12-25T12:12+08:00,151.1249633073558,2023-12-25T12:12+08:00,rx13
[14],rx,0.0014264884284936126,2023-12-25T12:12+08:00,141.35472034820717,2023-12-25T12:12+08:00,rx14
[15],rx,0.0014752427745101638,2023-12-25T12:12+08:00,143.87923231997476,2023-12-25T12:12+08:00,rx15
[16],rx,0.0012337610680265207,2023-12-25T12:12+08:00,140.21844541096405,2023-12-25T12:12+08:00,rx16
[17],rx,0.001384631399238439,2023-12-25T12:12+08:00,153.6654107906015,2023-12-25T12:12+08:00,rx17
[18],rx,0.0016803406486681882,2023-12-25T12:12+08:00,149.3904852846174,2023-12-25T12:12+08:00,rx18
[19],rx,0.0016440834658691546,2023-12-25T12:12+08:00,162.67330321963018,2023-12-25T12:12+08:00,rx19
[20],rx,0.0017730963683378624,2023-12-25T12:12+08:00,136.78480103519664,2023-12-25T12:12+08:00,rx20
[21],rx,0.001366874829946301,2023-12-25T12:12+08:00,146.79238260733567,2023-12-25T12:12+08:00,rx21
[22],rx,0.001696318709485549,2023-12-25T12:12+08:00,148.34756053912957,2023-12-25T12:12+08:00,rx22
[23],rx,0.001784771038459997,2023-12-25T12:12+08:00,150.7563159466053,2023-12-25T12:12+08:00,rx23
[24],rx,0.0018164946377270692,2023-12-25T12:12+08:00,168.29857259935355,2023-12-25T12:12+08:00,rx24
[25],rx,0.0014848835410340494,2023-12-25T12:12+08:00,129.3266173576998,2023-12-25T12:12+08:00,rx25
[26],rx,0.0014448474002349116,2023-12-25T12:12+08:00,156.80999282262962,2023-12-25T12:12+08:00,rx26
[27],rx,0.0018335792993054122,2023-12-25T12:12+08:00,152.56238580456053,2023-12-25T12:12+08:00,rx27
[28],rx,0.0016208281458939902,2023-12-25T12:12+08:00,149.4402150369864,2023-12-25T12:12+08:00,rx28
[29],rx,0.001139870880069714,2023-12-25T12:12+08:00,152.1478649873689,2023-12-25T12:12+08:00,rx29
[30],rx,0.0016902808017202784,2023-12-25T12:12+08:00,145.1716108317201,2023-12-25T12:12+08:00,rx30
